S.No,NABL/NON NABL,Discipline / Group,Materials or Products tested,Parameter,Method,Sample Quantity g/mL,Lead time,Charges per sample,No of Sample,18% GST SAC 998343,Total amount,PROTOCOL NO.,NABL Range,Limit of quantification,,Protocol Link
102,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Dissolved Solids (TDS) % w/w,ABRL STP 098 (Gravimetric),100,15,350,1,63,413,ABRL PRO 097,0.01 % to 60 % ,,,https://forms.gle/JbV95JkQizSL42Vm8
103,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Humic acid % w/w,ISO 5073,50,15,1200,1,216,1416,ABRL PRO 005,0.1 % to 99 %,,,https://forms.gle/kGrK8JuttwQrNZqp7
104,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.06,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
105,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Nitrogen % w/w,IS 16556,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
106,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Organic Carbon/Organic Carbon % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
107,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Organic Carbon/Organic Carbon % w/w,IS 16556,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
108,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total phosphorous as P2O5 % w/w,FCO 1985 SCD IV Part D Cl.No.08,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
109,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total phosphorous as P2O5 % w/w,IS 16556,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
110,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Potash K & K as K2O % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
111,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Potash K & K as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
112,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Protein % w/w,ABRL STP 016 (Folin-lowery),50,15,1500,1,270,1770,ABRL PRO 018,0.001 % to 99 %,,,https://forms.gle/NVvh6HsVcqMFKm8bA
113,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total protein Calculative % w/w,Calculative based on conversion factor (Kjeldahl),50,15,100,1,18,118,ABRL PRO 007,0.05 % to 99 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
114,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Total Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
115,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Triacontanol % w/w,ABRL STP 011 (GC),50,15,3500,1,630,4130,ABRL PRO 003,0.05 % to 99 %,502 mg/kg,,https://forms.gle/SWkKy6Q53AmRiEDg9
116,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Viscosity cps,CIPAC MT 22,500,15,1000,1,180,1180,ABRL PRO 051,1 to 25000 cps,,,https://forms.gle/xMxncb1RieE6p3Gr7
117,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Water Insoluble Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.14,50,15,1000,1,180,1180,ABRL PRO 083,0.05 % to 35 %,,,https://forms.gle/pWdSyPGRKo795T8EA
118,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Water Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 99 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
119,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Water Soluble potash as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
120,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Zinc as Zn mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
121,NABL,CHEMICAL- BIO- STIMULANT,"Botanical Extracts, including seaweed extracts",Zinc as Zn mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
122,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,6 Benzyl Amino Purine (6-BAP) % w/w,ABRL STP 006 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,1 mg/kg to 990000 mg/kg,0.86 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
123,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Accelerated stability study,CIPAC MT 46,500 ml,22,40000,1,7200,47200,ABRL PRO 083,Not applicable,Not applicable,,
124,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Acid Insoluble Ash % w/w,FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
125,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Acid soluble Ash % w/w,Calculative based on FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
126,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Alginic Acid % w/w,ABRL STP 050 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,44.70 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
127,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Alpha-tocopherol (Vitamin E) % w/w,ABRL STP 010 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
128,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Aluminium as Al mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
129,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Ammoniacal nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,600,1,108,708,ABRL PRO 014,0.1 % to 40 %,,,https://forms.gle/eCp5pXhcQKkRUFpd8
130,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Appereance ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
131,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Arsenic as As/As2O3 mg/kg,FCO 1985 SCD IV Part D Cl. No. 12,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
132,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Arsenic as As / AS2O3 mg/kg,IS 16556,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
133,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Ascorbic acid % w/w,ABRL STP 005 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
134,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Barium as Ba mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
135,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Boron as B mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
136,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,C:N Ratio,FCO 1985 SCD IV Part D Cl.No. 07,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
137,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,C:N Ratio ,IS 16556,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
138,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Cadmium as Cd mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
139,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Cadmium as Cd mg/kg,IS 16556,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
140,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Calcium as Ca mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
141,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Carrabiitol % w/w,ABRL STP 092 (HPLC),100,15,3500,1,630,4130,,,,,
142,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Cation Exchange Capacity meq/g,ABRL STP 053 (MP-AES),50,15,1500,1,270,1770,ABRL PRO 045, 1 meq/g to 50000 meq/g,,,https://forms.gle/8X4X79vm56r7wuts8
143,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Chromium as Cr mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
144,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Chromium as Cr mg/kg,IS 16556,50,15,600,,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
145,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Clarity,European Pharmacopiea 9.2,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
146,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Cobalt as Co mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
147,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Colour,OPPTS 830.6302,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
148,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Conductivity µS/cm,FCO 1985 SCD IV Part D Cl.No.04,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
149,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Conductivity µS/cm,IS 16556,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
150,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Copper as Cu mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
151,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Copper as Cu mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
152,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Density g/ml,FCO 1985 SCD IV Part D,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
153,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Density g/ml,IS 16556,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
154,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Dilution Stability,CIPAC MT 41,50,15,1500,1,270,1770,ABRL PRO 093,Not applicable,,,https://forms.gle/7WdUJ6YZ1kVrGfC77
155,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Elemental Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,400,1,72,472,ABRL PRO 011,0.1 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
156,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Folic acid % w/w,ABRL STP 001 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 95 %,0.15 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
157,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Formol nitrogen content % w/w,Thai industrial standard Page no.191,50,15,2000,1,360,2360,ABRL PRO 092,0.05 % to 50 %,,,https://forms.gle/Y7Ye6zMjosRonixA8
158,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Free alkali as KOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
159,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Free alkali as NaOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
160,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Free amino nitrogen % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
161,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Fucoidan % w/w,ABRL STP 115 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
162,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Fulvic acid % w/w,ABRL STP 116 (Titrimetric),50,15,1000,1,180,1180,ABRL PRO 108,0.001 % to 60 %,,,https://forms.gle/rMyfSJtJSzRCT7Yj8
163,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Gibbrellic Acid -3 (GA3) % w/w,ABRL STP 003 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.001 % to 97 %,0.17 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
164,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Humic Acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
165,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Hydrophobic fulvic acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
166,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Indole Acetic Acid % w/w,ABRL STP 002 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 99 %,0.14 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
167,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Indole Butyric Acid % w/w,ABRL STP 022 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.003 % to 99 %,0.52 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
168,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Inorganic matter (Ash) % w/w,Calculative based on FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
169,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Inorganic matter (Ash) % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 008,0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
170,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Inorganic Nitrogen (Nitrate nitrogen) % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,1000,1,180,1180,ABRL PRO 055,0.1 % to 35 %,,,https://forms.gle/3CzKP7dHJ2b1ptPq6
171,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Iron as Fe % w/w,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
172,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,K as K2O % w/w,IS 9497,,15,,,0,0,,,,,
173,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Kinetin % w/w,ABRL STP 008 (HPLC),50,15,4000,1,720,4720,ABRL PRO 002,0.005 % to 99 %,0.03 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
174,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Laminarin % w/w,ABRL STP 114 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
175,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Lead as Pb mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
176,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Lead as Pb mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
177,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Magnesium as Mg mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
178,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Manganese as Mn mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
179,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Mannitol % w/w,ABRL STP 051 (HPLC),50,15,1500,1,270,1770,ABRL PRO 043,0.01 % to 95 %,,,https://forms.gle/Gx8Sx2CdHYh9FdJm7
180,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Material Insoluble in water % w/w,CIPAC MT 10,50,15,350,1,63,413,ABRL PRO 020,0.1 % to 50 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
181,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Mercury as Hg mg/kg,FCO 1985 SCD IV Part D Cl.No.11,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
182,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Mercury as Hg mg/kg,IS 16556,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
183,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Moisture Content % w/w,FCO 1985 SCD IV Part D Cl.No.02,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
184,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Moisture Content % w/w,ABRL STP 090 (IR Balance),200,15,450,1,81,531,ABRL PRO 030,0.1 % to 65 %,,,https://forms.gle/GVr8x5kg84nXY8ML9
185,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Moisture Content % w/w,IS 15106,50,15,450,1,81,531,ABRL PRO 004,0.01 % to 50 % w/w,,,https://forms.gle/r52g7ec3g7ZfoEhWA
186,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Moisture Content % w/w,IS 16556,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
187,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Moisture Content % w/w,ISO 19822,50,15,500,1,90,590,ABRL PRO 004,1 % to 10 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
188,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Molybdenum as Mo mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
189,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Myo-inositol % w/w,ABRL STP 113 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
190,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Na as Na2O % w/w,IS 9497,50,15,500,1,90,590,ABRL PRO 006,0.05% to 50 %,,,"https://forms.gle/xFDBDxZZHQdxNbVW8 , https://forms.gle/r52g7ec3g7ZfoEhWA"
191,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Naphthyl Acetic Acid (NAA) % w/w,ABRL STP 071 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001% to 99 %,0.41 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
192,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Nickel as Ni mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
193,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Nickel as Ni mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
194,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Odor,OPPTS 830.6304,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
195,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Organic matter % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
196,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Organic matter % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
197,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Particle size % w/w,FCO 1985 SCD IV Part D,100,15,300,1,54,354,ABRL PRO 061,0.1 % to 100 %,,,https://forms.gle/eSfFCX1syVcSxff18
198,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Persistant foaming (ml),CIPAC MT 47,50,15,1000,1,180,1180,ABRL PRO 094,0.1 ml to 1000 ml,,,https://forms.gle/inQej5gjwJrvLm2S8
199,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,pH (% aqeous solution/ Liquid),ABRL STP 027(PH-Meter),100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
200,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,pH ,FCO 1985 SCD II Part B Cl.No.08,200,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
201,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,pH ,FCO 1985 SCD IV Part D Cl.No.1,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
202,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,pH,IS 16556,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
203,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Physical State (Form),OPPTS 830.6303,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
204,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Plant available silicon % w/w,FCO 1985 SCD II Part B Cl.No.29,50,15,1500,1,270,1770,ABRL PRO 069,0.01 % to 50 %,,,https://forms.gle/1ZzQ7V7cKb1dgmj4A
205,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Potassium as K mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
206,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Pourability (Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.1 % to 70 %,,,https://forms.gle/49mTRqwiD6QxDFU87
207,NABL,CHEMICAL- BIO- STIMULANT,Anti-transpirants formulations,Pourability (Rinsed Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.01 % to 50 %,,,https://forms.gle/49mTRqwiD6QxDFU87
